start_node,end_node,edge_id,start_long,start_lat,end_long,end_lat
339051767,339051592,339051767->339051592,114.1613181,22.311213,114.1611534,22.3113437
339051768,339051767,339051768->339051767,114.1613888,22.3111544,114.1613181,22.311213
339051769,339051768,339051769->339051768,114.1614009,22.3111437,114.1613888,22.3111544
339051784,339051769,339051784->339051769,114.1614916,22.3110821,114.1614009,22.3111437
339051785,13108582046,339051785->13108582046,114.1617119,22.3109711,114.1616185,22.311015
339051786,4971724758,339051786->4971724758,114.1619,22.31091,114.1617979,22.3109404
339051901,339051902,339051901->339051902,114.1620469,22.3101093,114.1619337,22.3101141
339051902,2861666790,339051902->2861666790,114.1619337,22.3101141,114.1618074,22.3101201
339051903,12519699369,339051903->12519699369,114.1617389,22.3101324,114.1615506,22.3101688
339051904,339051905,339051904->339051905,114.1614512,22.3102066,114.161345,22.3102575
339051905,2861666793,339051905->2861666793,114.161345,22.3102575,114.1612388,22.3103326
339051906,339051923,339051906->339051923,114.1611498,22.3104016,114.1610293,22.3105368
339051923,339051924,339051923->339051924,114.1610293,22.3105368,114.1609443,22.3106481
339051924,2861666797,339051924->2861666797,114.1609443,22.3106481,114.1608788,22.310756
339051925,334648727,339051925->334648727,114.1608479,22.3108326,114.1607421,22.3110543
339051995,2866714633,339051995->2866714633,114.1607061,22.313147,114.160735,22.313268
339051996,2866714633,339051996->2866714633,114.1607597,22.3131406,114.160735,22.313268
339051997,1640472730,339051997->1640472730,114.1606868,22.3127264,114.1605996,22.3127354
339051997,13156797951,339051997->13156797951,114.1606868,22.3127264,114.1607407,22.3127236
339051997,8766003550,339051997->8766003550,114.1606868,22.3127264,114.1606971,22.3128782
339051998,339051997,339051998->339051997,114.1606766,22.3126051,114.1606868,22.3127264
339051999,2861669104,339051999->2861669104,114.1606552,22.3120197,114.1606588,22.3123533
339052000,2861666798,339052000->2861666798,114.1607788,22.3106397,114.1607515,22.3108213
339052027,339051595,339052027->339051595,114.1609458,22.3122217,114.1609469,22.3122734
339052028,339052029,339052028->339052029,114.160851,22.312224,114.1608418,22.3122879
339052029,339052030,339052029->339052030,114.1608418,22.3122879,114.1608166,22.3125773
339052030,339052031,339052030->339052031,114.1608166,22.3125773,114.1608044,22.3127587
339052031,2866714626,339052031->2866714626,114.1608044,22.3127587,114.1608037,22.3128199
339052032,13156797952,339052032->13156797952,114.1607998,22.3128706,114.160764,22.3128626
339052032,13156797953,339052032->13156797953,114.1607998,22.3128706,114.1608591,22.3128703
339052032,339051996,339052032->339051996,114.1607998,22.3128706,114.1607597,22.3131406
339052060,11104980152,339052060->11104980152,114.1618178,22.3107986,114.1617929,22.3106875
339053461,1640472727,339053461->1640472727,114.1619235,22.3116788,114.1618884,22.3113784
339053462,339052060,339053462->339052060,114.1618602,22.3110871,114.1618178,22.3107986
339053474,13414327651,339053474->13414327651,114.1618327,22.3135641,114.1618386,22.3134943
339053482,2866714620,339053482->2866714620,114.1619054,22.3127217,114.1619266,22.3124117
339053515,2866714603,339053515->2866714603,114.1619431,22.3116768,114.1619991,22.3113799
339053516,5333519688,339053516->5333519688,114.1620362,22.3110302,114.162134,22.3106501
339053518,13380791233,339053518->13380791233,114.1621706,22.3104807,114.1622062,22.3102743
339053606,2866714631,339053606->2866714631,114.1616908,22.3135121,114.1617975,22.3131757
339053606,1168315989,339053606->1168315989,114.1616908,22.3135121,114.1618897,22.3132107
339053607,2866714615,339053607->2866714615,114.1621649,22.3123249,114.1622263,22.3122062
339053608,2866714601,339053608->2866714601,114.1623565,22.3119456,114.1624225,22.3118282
339053635,13700552564,339053635->13700552564,114.1632305,22.3107528,114.1632537,22.3107022
339053698,8689306792,339053698->8689306792,114.1625019,22.3118504,114.1625557,22.3117471
339053699,2866714618,339053699->2866714618,114.1621999,22.3124478,114.1623268,22.3121973
339053700,2866714625,339053700->2866714625,114.1620348,22.3129042,114.1620927,22.3127067
339053701,13414327650,339053701->13414327650,114.1619274,22.3135631,114.1619354,22.3134771
339054218,9678646965,339054218->9678646965,114.1659483,22.327818,114.1657077,22.3280056
339054219,9772967563,339054219->9772967563,114.1669287,22.327074,114.1662277,22.3276047
339054219,9773097328,339054219->9773097328,114.1669287,22.327074,114.1668984,22.3270766
339054265,4773693583,339054265->4773693583,114.1676507,22.3265738,114.1676012,22.3265957
339054265,4773693580,339054265->4773693580,114.1676507,22.3265738,114.1676237,22.326634
339054267,4773693576,339054267->4773693576,114.1678806,22.3262723,114.1678698,22.3262927
339054322,6389190615,339054322->6389190615,114.1660512,22.3279162,114.1661017,22.3279688
339054322,4353541537,339054322->4353541537,114.1660512,22.3279162,114.1662664,22.3277482
339054415,9197567330,339054415->9197567330,114.1677437,22.3264889,114.1678053,22.3265003
339054415,339054265,339054415->339054265,114.1677437,22.3264889,114.1676507,22.3265738
339054417,10290775981,339054417->10290775981,114.1685278,22.3264855,114.1685412,22.3264257
339054417,8912728888,339054417->8912728888,114.1685278,22.3264855,114.1689155,22.326509
339054418,4773331331,339054418->4773331331,114.1703295,22.3265674,114.1704836,22.3265744
339054470,6895725701,339054470->6895725701,114.1696281,22.3265948,114.1702479,22.3266189
339054471,339054470,339054471->339054470,114.1693576,22.3265833,114.1696281,22.3265948
339054472,6991262053,339054472->6991262053,114.1685299,22.3265378,114.1685669,22.3265399
339054473,339054472,339054473->339054472,114.1681728,22.3265169,114.1685299,22.3265378
339054474,4773693593,339054474->4773693593,114.167822,22.32656,114.1678862,22.3265428
339054475,1152803603,339054475->1152803603,114.1676553,22.3266297,114.1677382,22.326591
339054476,339054475,339054476->339054475,114.1675576,22.326685,114.1676553,22.3266297
412685610,4335274775,412685610->4335274775,114.1673807,22.32278,114.1674528,22.32241
412685610,332242754,412685610->332242754,114.1673807,22.32278,114.1668865,22.3226917
412685611,6990193881,412685611->6990193881,114.1677,22.3228342,114.167465,22.3227942
419752768,332251063,419752768->332251063,114.1657496,22.3202362,114.1659059,22.3202649
419752768,3391012787,419752768->3391012787,114.1657496,22.3202362,114.1657137,22.3204018
419763802,493178393,419763802->493178393,114.1619867,22.3228258,114.1619885,22.3227004
420028543,6389233143,420028543->6389233143,114.1661393,22.3241157,114.1660052,22.3242259
420028545,10786928860,420028545->10786928860,114.1696128,22.3238808,114.1695829,22.3240262
420028546,12041470318,420028546->12041470318,114.1691688,22.3234568,114.1692333,22.3235184
420028546,1178971337,420028546->1178971337,114.1691688,22.3234568,114.1692075,22.3232648
439179763,8044314651,439179763->8044314651,114.1718575,22.3224607,114.1718911,22.3224135
439179845,8044314673,439179845->8044314673,114.1720021,22.3222259,114.1719698,22.322217
439179847,8044314665,439179847->8044314665,114.1723465,22.3221775,114.1723264,22.3221723
439179847,12443979169,439179847->12443979169,114.1723465,22.3221775,114.1723395,22.3220876
439179852,1184307124,439179852->1184307124,114.1720889,22.3211872,114.1719021,22.3221165
439179852,6605085116,439179852->6605085116,114.1720889,22.3211872,114.1721137,22.3210711
439180903,5020395154,439180903->5020395154,114.1744263,22.3211112,114.1744716,22.3211619
439180903,5118402531,439180903->5118402531,114.1744263,22.3211112,114.1738975,22.3203605
439180917,5020395132,439180917->5020395132,114.1748624,22.3210149,114.1748961,22.3209979
439180917,7207551573,439180917->7207551573,114.1748624,22.3210149,114.1748417,22.3210276
439989637,8044314778,439989637->8044314778,114.1717075,22.323144,114.1717382,22.3232722
439989637,8044314775,439989637->8044314775,114.1717075,22.323144,114.1717122,22.3230619
439989638,439989639,439989638->439989639,114.1717995,22.3233905,114.1718676,22.3234724
439989638,8044314778,439989638->8044314778,114.1717995,22.3233905,114.1717382,22.3232722
439989639,439989638,439989639->439989638,114.1718676,22.3234724,114.1717995,22.3233905
439989639,12762622770,439989639->12762622770,114.1718676,22.3234724,114.1719214,22.3235222
452738352,2772111132,452738352->2772111132,114.1763685,22.3116448,114.1764328,22.3117949
452738352,2772111130,452738352->2772111130,114.1763685,22.3116448,114.1763605,22.311759
452738352,485668899,452738352->485668899,114.1763685,22.3116448,114.1762302,22.3112767
452738358,9671393069,452738358->9671393069,114.1759402,22.3163249,114.1759422,22.3162732
452738358,9671393068,452738358->9671393068,114.1759402,22.3163249,114.1759293,22.3163815
484136620,4858513442,484136620->4858513442,114.1763363,22.32538,114.1759007,22.3253006
484136660,5118372418,484136660->5118372418,114.1741257,22.3250614,114.1740859,22.3250622
484136661,4464851535,484136661->4464851535,114.1745225,22.3250746,114.1742203,22.3250637
484136661,9926356984,484136661->9926356984,114.1745225,22.3250746,114.1744995,22.3250666
485668899,1636685510,485668899->1636685510,114.1762302,22.3112767,114.1761949,22.3111808
485668899,452738352,485668899->452738352,114.1762302,22.3112767,114.1763685,22.3116448
493172566,9125470647,493172566->9125470647,114.1716234,22.310966,114.171695,22.3109661
493172566,9125470640,493172566->9125470640,114.1716234,22.310966,114.1713448,22.3109236
493175666,274242695,493175666->274242695,114.1652697,22.3182233,114.1650954,22.3182956
493176074,9395491137,493176074->9395491137,114.1655419,22.3221515,114.1655734,22.322002
493177679,6328079477,493177679->6328079477,114.1620722,22.3202106,114.1620815,22.3201605
493177743,11217387603,493177743->11217387603,114.1621848,22.3197587,114.162241,22.319614
493177743,11217387598,493177743->11217387598,114.1621848,22.3197587,114.1622513,22.3197509
493177900,8556147235,493177900->8556147235,114.161099,22.3193351,114.161042,22.3193734
493177903,1640472795,493177903->1640472795,114.1612465,22.3190647,114.1612294,22.3191447
493178012,1172757683,493178012->1172757683,114.1620335,22.3208199,114.1620455,22.3204722
493178393,6705233244,493178393->6705233244,114.1619885,22.3227004,114.1619927,22.3224152
493178530,332251094,493178530->332251094,114.1656681,22.3215669,114.1656889,22.3214639
493179429,5554287539,493179429->5554287539,114.1647416,22.3252357,114.1643944,22.3255094
493179467,4860691744,493179467->4860691744,114.1649138,22.3249485,114.1649431,22.3248004
493883391,6886392472,493883391->6886392472,114.1603895,22.318531,114.1602893,22.318742
493883921,13110621029,493883921->13110621029,114.1622414,22.315846,114.1621995,22.3159754
493883921,1172166363,493883921->1172166363,114.1622414,22.315846,114.1623148,22.3156659
582482341,582482345,582482341->582482345,114.1791329,22.3140094,114.1792177,22.3143005
582482341,11425125542,582482341->11425125542,114.1791329,22.3140094,114.179054,22.3137697
582482345,6718080224,582482345->6718080224,114.1792177,22.3143005,114.1792726,22.3144029
582482345,582482341,582482345->582482341,114.1792177,22.3143005,114.1791329,22.3140094
582596629,1180356947,582596629->1180356947,114.1779579,22.3107245,114.178172,22.3103916
582596750,1180332410,582596750->1180332410,114.1768449,22.3119085,114.1768072,22.3119841
582596751,2772111113,582596751->2772111113,114.1778456,22.3106742,114.1777764,22.3107854
629161521,6702444349,629161521->6702444349,114.1673425,22.3101757,114.1672684,22.3104123
629161529,332248214,629161529->332248214,114.1671341,22.3114437,114.167026,22.3119571
629539173,339051786,629539173->339051786,114.16205,22.310879,114.1619,22.31091
629539174,629539173,629539174->629539173,114.1621848,22.3108611,114.16205,22.310879
629539175,629539174,629539175->629539174,114.1622766,22.3108552,114.1621848,22.3108611
629539198,4858594756,629539198->4858594756,114.1619644,22.3182717,114.1619885,22.3183162
653112498,6984479460,653112498->6984479460,114.1664248,22.3247505,114.1664031,22.3247796
653112507,10219928291,653112507->10219928291,114.1676527,22.3244605,114.1675578,22.3248842
653112507,11453007866,653112507->11453007866,114.1676527,22.3244605,114.1675089,22.32457
653112508,10848289299,653112508->10848289299,114.1654339,22.3255101,114.1651245,22.3251663
653112508,6984479448,653112508->6984479448,114.1654339,22.3255101,114.1662306,22.3248919
660864272,11153075976,660864272->11153075976,114.1652309,22.3270168,114.1651493,22.3270793
660864272,10877247414,660864272->10877247414,114.1652309,22.3270168,114.1652987,22.3270932
660864273,11222686200,660864273->11222686200,114.1648676,22.3266111,114.164938,22.326557
660864273,11153075977,660864273->11153075977,114.1648676,22.3266111,114.1649149,22.326664
660864278,11153075931,660864278->11153075931,114.1630195,22.3273642,114.1636961,22.3268457
660864279,11217924633,660864279->11217924633,114.1637595,22.3267969,114.1638318,22.3268775
660864279,11222686175,660864279->11222686175,114.1637595,22.3267969,114.1638501,22.3267275
660864280,6374553455,660864280->6374553455,114.1645351,22.3262071,114.1645904,22.3262855
660864280,12860200711,660864280->12860200711,114.1645351,22.3262071,114.1646559,22.3261134
675264194,13110890777,675264194->13110890777,114.1769813,22.311715,114.1769037,22.3117528
675264194,13000809347,675264194->13000809347,114.1769813,22.311715,114.1769312,22.3117868
675264196,12859244962,675264196->12859244962,114.1768366,22.3117857,114.1767833,22.3118098
675264197,675264198,675264197->675264198,114.1766026,22.311915,114.1764941,22.3119957
675264198,2772111152,675264198->2772111152,114.1764941,22.3119957,114.1764671,22.3118903
675264198,2772111168,675264198->2772111168,114.1764941,22.3119957,114.1764161,22.3120537
675264198,2772111173,675264198->2772111173,114.1764941,22.3119957,114.1765277,22.3121002
675264200,13110890772,675264200->13110890772,114.176703,22.3125406,114.1767375,22.3127441
675264205,675264208,675264205->675264208,114.178835,22.3173908,114.1789543,22.3173395
675264208,8880065742,675264208->8880065742,114.1789543,22.3173395,114.1789835,22.3173367
675264208,6244674911,675264208->6244674911,114.1789543,22.3173395,114.1790377,22.3173095
675264211,675264499,675264211->675264499,114.1791144,22.3172841,114.1790631,22.3172019
675264236,675264205,675264236->675264205,114.1782426,22.3176243,114.178835,22.3173908
675264237,675264246,675264237->675264246,114.1787982,22.3173033,114.1782008,22.3175461
675264246,6360547156,675264246->6360547156,114.1782008,22.3175461,114.1780648,22.3175996
675264249,5102154185,675264249->5102154185,114.177892,22.3176704,114.1777958,22.3177106
675264252,675264255,675264252->675264255,114.1774642,22.3178476,114.1772041,22.3179084
675264255,6244674905,675264255->6244674905,114.1772041,22.3179084,114.1769942,22.3179173
675264297,1636543618,675264297->1636543618,114.1785841,22.3175059,114.1785243,22.3173747
675264298,8258520470,675264298->8258520470,114.178869,22.3177155,114.1788302,22.3177136
675264299,8880065738,675264299->8880065738,114.1789415,22.3177024,114.1789072,22.3177113
675264300,1636543628,675264300->1636543628,114.1790838,22.3176661,114.1791658,22.3175157
675264302,8880065740,675264302->8880065740,114.1791073,22.31742,114.1791154,22.3174444
675264307,8880065744,675264307->8880065744,114.179047,22.3173524,114.1790651,22.3173654
675264357,675264358,675264357->675264358,114.1776151,22.3110235,114.1775007,22.3111666
675264358,13110890775,675264358->13110890775,114.1775007,22.3111666,114.1773064,22.3113717
675264359,675264360,675264359->675264360,114.1767466,22.3121525,114.1767288,22.3122347
675264360,675264363,675264360->675264363,114.1767288,22.3122347,114.1767163,22.3123213
675264363,2772111185,675264363->2772111185,114.1767163,22.3123213,114.1767112,22.3124115
675264366,2772111186,675264366->2772111186,114.1767126,22.3124551,114.1767089,22.3124911
675264369,8258544333,675264369->8258544333,114.1770731,22.3146615,114.17711,22.3148551
675264372,7187094413,675264372->7187094413,114.1772108,22.3152967,114.1771633,22.3153874
675264372,8258544339,675264372->8258544339,114.1772108,22.3152967,114.1772374,22.3153669
675264375,675264378,675264375->675264378,114.1772892,22.3154829,114.1773886,22.3156275
675264378,8258544330,675264378->8258544330,114.1773886,22.3156275,114.1774168,22.315664
675264381,2772111194,675264381->2772111194,114.1774833,22.3157504,114.1775832,22.3158588
675264394,8258544468,675264394->8258544468,114.1782585,22.31683,114.1783211,22.3170851
675264398,675264401,675264398->675264401,114.1785348,22.3176764,114.1786813,22.317945
675264398,675264459,675264398->675264459,114.1785348,22.3176764,114.1785625,22.3178232
675264401,8258544479,675264401->8258544479,114.1786813,22.317945,114.1787466,22.3180773
675264404,675264406,675264404->675264406,114.1788603,22.3182929,114.1789904,22.3185368
675264406,675264410,675264406->675264410,114.1789904,22.3185368,114.1791386,22.3188141
675264410,1139904730,675264410->1139904730,114.1791386,22.3188141,114.1791702,22.3189331
675264413,13442909712,675264413->13442909712,114.1792195,22.3190708,114.1792296,22.3191618
675264429,4987633595,675264429->4987633595,114.1778323,22.3177931,114.1778708,22.3178683
675264429,675264486,675264429->675264486,114.1778323,22.3177931,114.17793,22.3177521
675264433,4987615000,675264433->4987615000,114.1779394,22.317932,114.1780253,22.3179966
675264436,675264442,675264436->675264442,114.1781233,22.3180322,114.1783063,22.3180642
675264442,4987615662,675264442->4987615662,114.1783063,22.3180642,114.1784576,22.3180848
675264445,5118446306,675264445->5118446306,114.1786598,22.318136,114.1786914,22.3181497
675264459,8880142226,675264459->8880142226,114.1785625,22.3178232,114.1785676,22.3178774
675264467,8880142225,675264467->8880142225,114.1785625,22.3179024,114.1785479,22.3179345
675264472,8880142228,675264472->8880142228,114.1785117,22.3179792,114.1784872,22.3179958
675264475,8880142232,675264475->8880142232,114.1783432,22.3180222,114.1783186,22.3180161
675264478,8880142233,675264478->8880142233,114.1781574,22.3179716,114.1781215,22.3179593
675264482,6244674909,675264482->6244674909,114.1780295,22.3179004,114.1779885,22.3178393
675264486,8258544393,675264486->8258544393,114.17793,22.3177521,114.1780018,22.3177227
675264486,675264249,675264486->675264249,114.17793,22.3177521,114.177892,22.3176704
675264494,12573162737,675264494->12573162737,114.1789154,22.3181676,114.1789085,22.3180098
675264494,8258544474,675264494->8258544474,114.1789154,22.3181676,114.1788762,22.3180853
675264495,8258544388,675264495->8258544388,114.1789096,22.3179735,114.178915,22.317931
675264496,12573162736,675264496->12573162736,114.1789311,22.317893,114.1789592,22.3178458
675264499,675264237,675264499->675264237,114.1790631,22.3172019,114.1787982,22.3173033
675264511,8258544560,675264511->8258544560,114.1753655,22.3186422,114.1753491,22.3186828
675264514,10796686376,675264514->10796686376,114.1762827,22.3181627,114.1764142,22.3181041
675264517,6705233489,675264517->6705233489,114.1766133,22.3180368,114.1767693,22.3180167
675264520,6766651819,675264520->6766651819,114.1769931,22.3180043,114.1770815,22.3180018
675264523,9892950978,675264523->9892950978,114.1772269,22.3179977,114.1774205,22.3179461
675264525,6244674907,675264525->6244674907,114.1775058,22.3179233,114.1776541,22.3178639
675264550,804107634,675264550->804107634,114.1791874,22.3199118,114.1792217,22.3198031
675264552,675264297,675264552->675264297,114.1787726,22.3178875,114.1785841,22.3175059
675264553,2772111202,675264553->2772111202,114.1783559,22.316808,114.1783155,22.3166731
675264554,2772111199,675264554->2772111199,114.1782665,22.3165638,114.1782069,22.316418
675264555,2772111195,675264555->2772111195,114.1781228,22.3162792,114.1779653,22.3160679
675264556,2772111193,675264556->2772111193,114.1777319,22.3158392,114.1775677,22.3156818
675264557,8258544341,675264557->8258544341,114.1774783,22.3155621,114.1773987,22.315442
675264558,8258544338,675264558->8258544338,114.177303,22.3152201,114.1772938,22.3151813
675264558,5135818171,675264558->5135818171,114.177303,22.3152201,114.1773372,22.3151792
675264559,675264558,675264559->675264558,114.1773215,22.3152716,114.177303,22.3152201
675264560,13110961465,675264560->13110961465,114.176818,22.312552,114.1768158,22.3124978
675264561,675264562,675264561->675264562,114.1768152,22.3124199,114.1768229,22.3123295
675264562,6702368683,675264562->6702368683,114.1768229,22.3123295,114.1768346,22.3122618
675264563,2772111136,675264563->2772111136,114.1769797,22.3118919,114.1770261,22.3118159
675264564,1189559486,675264564->1189559486,114.1777211,22.3110805,114.1777562,22.3110285
675264565,6702368659,675264565->6702368659,114.1756175,22.3132176,114.1754371,22.3135667
675264565,7709818207,675264565->7709818207,114.1756175,22.3132176,114.1757031,22.3130793
675264566,1636641311,675264566->1636641311,114.1759271,22.3127183,114.1758576,22.3128298
675264566,6705233561,675264566->6705233561,114.1759271,22.3127183,114.1759531,22.3126767
675264567,11107138075,675264567->11107138075,114.1761925,22.3122934,114.176023,22.3125648
675264567,6702368661,675264567->6702368661,114.1761925,22.3122934,114.1762061,22.3122734
710396036,13442909713,710396036->13442909713,114.1792319,22.3192985,114.179225,22.3194219
773888709,12206393147,773888709->12206393147,114.1778394,22.3201117,114.17777,22.3200169
773888709,1222130725,773888709->1222130725,114.1778394,22.3201117,114.1779005,22.3200741
773888709,7221706604,773888709->7221706604,114.1778394,22.3201117,114.177721,22.3201893
773888710,11425100358,773888710->11425100358,114.1775915,22.319773,114.1776194,22.3198112
773888710,11425109814,773888710->11425109814,114.1775915,22.319773,114.1776586,22.3197297
804106404,8831102457,804106404->8831102457,114.1732994,22.3200838,114.1732904,22.3201303
804106404,1222131060,804106404->1222131060,114.1732994,22.3200838,114.1736344,22.3201458
804106424,1152660784,804106424->1152660784,114.1746767,22.32034,114.1752488,22.3204489
804106442,10250472468,804106442->10250472468,114.1755389,22.3205296,114.1756591,22.3205603
804106457,6360547164,804106457->6360547164,114.1769266,22.3210151,114.1770194,22.3209851
804106457,1208936439,804106457->1208936439,114.1769266,22.3210151,114.1771053,22.3210844
804106467,804107532,804106467->804107532,114.1775493,22.3213343,114.1776412,22.3214895
804106467,7600379821,804106467->7600379821,114.1775493,22.3213343,114.1777623,22.321474
804106483,4282080353,804106483->4282080353,114.1779578,22.3215726,114.1779256,22.3216334
804106483,4860320026,804106483->4860320026,114.1779578,22.3215726,114.178161,22.3216632
804106489,12206290386,804106489->12206290386,114.1782441,22.3216911,114.1782894,22.3215903
804106489,4282080356,804106489->4282080356,114.1782441,22.3216911,114.1783646,22.3217406
804106892,1208936463,804106892->1208936463,114.1775856,22.3211563,114.1772778,22.3210174
804106892,1208936460,804106892->1208936460,114.1775856,22.3211563,114.1775239,22.3211551
804106892,804106896,804106892->804106896,114.1775856,22.3211563,114.1774261,22.3210072
804106896,1208936447,804106896->1208936447,114.1774261,22.3210072,114.1772776,22.3208368
804106904,4282080343,804106904->4282080343,114.1771973,22.3207389,114.1771222,22.3206409
804106909,3909056819,804106909->3909056819,114.17536,22.31829,114.1751782,22.318047
804106917,6244674904,804106917->6244674904,114.175548,22.31854,114.1756549,22.3184851
804106917,804106924,804106917->804106924,114.175548,22.31854,114.175495,22.31847
804106924,3909056816,804106924->3909056816,114.175495,22.31847,114.1754698,22.3184364
804106924,5102154188,804106924->5102154188,114.175495,22.31847,114.175467,22.3184887
804106932,6705233666,804106932->6705233666,114.175321,22.31846,114.1754008,22.31856
804107000,7142251278,804107000->7142251278,114.17437,22.31717,114.174301,22.3173356
804107000,6705233115,804107000->6705233115,114.17437,22.31717,114.1746403,22.3175377
804107013,11234193740,804107013->11234193740,114.17512,22.31819,114.1751525,22.3182336
804107016,4282080345,804107016->4282080345,114.1770374,22.3207184,114.1770688,22.3207593
804107149,12206290384,804107149->12206290384,114.1783125,22.3215158,114.1783212,22.3214448
804107149,1139904705,804107149->1139904705,114.1783125,22.3215158,114.178171,22.3214439
804107153,11174702540,804107153->11174702540,114.1781036,22.3214026,114.1778579,22.3212845
804107153,804106483,804107153->804106483,114.1781036,22.3214026,114.1779578,22.3215726
804107188,1152660828,804107188->1152660828,114.1770025,22.3208811,114.1768025,22.3207991
804107193,4336716150,804107193->4336716150,114.1758565,22.3204312,114.1757777,22.3204143
804107211,9415492740,804107211->9415492740,114.1742344,22.3201526,114.17426,22.3200889
804107211,1222130515,804107211->1222130515,114.1742344,22.3201526,114.174072,22.3201214
804107226,5255613889,804107226->5255613889,114.1732161,22.3199629,114.1732537,22.319858
804107226,5429072337,804107226->5429072337,114.1732161,22.3199629,114.1728527,22.319901
804107233,5255613893,804107233->5255613893,114.1722279,22.3197792,114.1722436,22.3197135
804107233,5429072334,804107233->5429072334,114.1722279,22.3197792,114.1717558,22.3197083
804107237,5102113130,804107237->5102113130,114.1717101,22.3196999,114.1716362,22.3196876
804107241,10211498585,804107241->10211498585,114.171086,22.3195896,114.1711007,22.3195258
804107241,10799551065,804107241->10799551065,114.171086,22.3195896,114.1709034,22.3195593
804107253,4353595939,804107253->4353595939,114.1705258,22.3194915,114.1703926,22.3194671
804107264,7983295860,804107264->7983295860,114.1699774,22.3193945,114.1699279,22.3193926
804107369,804107372,804107369->804107372,114.179148,22.3190851,114.1791487,22.3193569
804107372,6497340894,804107372->6497340894,114.1791487,22.3193569,114.179145,22.3194045
804107375,5135818175,804107375->5135818175,114.179136,22.3195187,114.1790774,22.3197474
804107379,8258544402,804107379->8258544402,114.1790115,22.3199631,114.1789882,22.3200145
804107384,1139904712,804107384->1139904712,114.1788291,22.3203648,114.1786709,22.3206172
804107389,6497340902,804107389->6497340902,114.1786401,22.3206693,114.178559,22.3207805
804107392,12206386445,804107392->12206386445,114.1784038,22.3209932,114.1783388,22.3210829
804107394,804107397,804107394->804107397,114.1778587,22.3218495,114.1778515,22.3218821
804107397,804107400,804107397->804107400,114.1778515,22.3218821,114.1778666,22.3219577
804107400,1140062989,804107400->1140062989,114.1778666,22.3219577,114.1780672,22.3226546
804107404,804107409,804107404->804107409,114.1781214,22.3229988,114.1781377,22.3232276
804107409,7602824502,804107409->7602824502,114.1781377,22.3232276,114.1781862,22.3234115
804107436,804107445,804107436->804107445,114.1783077,22.3228265,114.1782851,22.3226998
804107445,12119464702,804107445->12119464702,114.1782851,22.3226998,114.178261,22.3225981
804107465,6705233351,804107465->6705233351,114.1785766,22.3210267,114.1788447,22.3206468
804107465,11425100347,804107465->11425100347,114.1785766,22.3210267,114.1786458,22.3210581
804107480,804107482,804107480->804107482,114.179032,22.3203417,114.1791897,22.3200401
804107482,8258544524,804107482->8258544524,114.1791897,22.3200401,114.1791856,22.3199995
804107482,8258544387,804107482->8258544387,114.1791897,22.3200401,114.1792481,22.3199245
804107493,8258544473,804107493->8258544473,114.1792064,22.3187303,114.1791084,22.3185317
804107532,804107536,804107532->804107536,114.1776412,22.3214895,114.1777553,22.3216836
804107536,4282080354,804107536->4282080354,114.1777553,22.3216836,114.177772,22.3217146
804107601,6443537412,804107601->6443537412,114.1781654,22.3225069,114.1780771,22.3221917
804107604,804107605,804107604->804107605,114.1780417,22.3218713,114.1780508,22.3217943
804107605,804107607,804107605->804107607,114.1780508,22.3217943,114.1780647,22.3217308
804107607,804107610,804107607->804107610,114.1780647,22.3217308,114.1780809,22.3216778
804107610,6443537415,804107610->6443537415,114.1780809,22.3216778,114.178113,22.3216005
804107613,804107616,804107613->804107616,114.1781793,22.3214851,114.1782274,22.3214134
804107616,6443537416,804107616->6443537416,114.1782274,22.3214134,114.1782848,22.3213332
804107627,12119464704,804107627->12119464704,114.1786989,22.3207781,114.1788145,22.3206124
804107630,12119425198,804107630->12119425198,114.1789192,22.3204467,114.1790094,22.3202885
804107633,675264550,804107633->675264550,114.1791353,22.3200424,114.1791874,22.3199118
804107634,1139904714,804107634->1139904714,114.1792217,22.3198031,114.1792495,22.3196892
804107652,7602824503,804107652->7602824503,114.1781963,22.3230219,114.1782077,22.3232028
804107868,13442909714,804107868->13442909714,114.1792085,22.3195413,114.1791812,22.3196783
804107870,804107873,804107870->804107873,114.1791194,22.3198882,114.1790612,22.3200238
804107873,804107876,804107873->804107876,114.1790612,22.3200238,114.1789505,22.3202421
804107876,804107879,804107876->804107879,114.1789505,22.3202421,114.1787435,22.3205918
804107879,804107883,804107879->804107883,114.1787435,22.3205918,114.1782227,22.3212957
804107883,804107888,804107883->804107888,114.1782227,22.3212957,114.178048,22.32155
804107888,804107894,804107888->804107894,114.178048,22.32155,114.1779891,22.32176
804107894,4728652598,804107894->4728652598,114.1779891,22.32176,114.1779756,22.3218786
804107901,804107905,804107901->804107905,114.1780054,22.3221222,114.1780306,22.3222348
804107905,804107909,804107905->804107909,114.1780306,22.3222348,114.1781074,22.3225277
804107909,1140062887,804107909->1140062887,114.1781074,22.3225277,114.1781641,22.322776
804108076,804108092,804108076->804108092,114.1737164,22.3187352,114.173838,22.3184469
804108076,5255613889,804108076->5255613889,114.1737164,22.3187352,114.1732537,22.319858
804108076,11425099460,804108076->11425099460,114.1737164,22.3187352,114.1737605,22.3187512
804108092,7142251278,804108092->7142251278,114.173838,22.3184469,114.174301,22.3173356
804108092,804108076,804108092->804108076,114.173838,22.3184469,114.1737164,22.3187352
804108139,9415492717,804108139->9415492717,114.1748787,22.3198044,114.1747843,22.3200346
