u,v,edge_osmid,highway,lanes,name,oneway,reversed,length,junction,bridge,maxspeed,ref,service,access,area,tunnel,geometry,_record_type,number_of_accident,have_accident,lanes_diff,angle,slope
1172757739,1640472886,780797946,unclassified,2.0,埃華街 Ivy Street,True,False,27.630290699549303,,,,,,,,,"LINESTRING (114.1600993 22.3214083, 114.1603679 22.3214059)",edge,6,True,-1.0,,9.34259768684307
1172757763,5118039263,151226295,unclassified,1.0,福全街 Fuk Tsun Street,True,False,4.821164343070648,,,,,,,,,"LINESTRING (114.1622579 22.3227754, 114.1622214 22.3228026)",edge,6,True,0.0,,3.203132182594173
1172757768,7257383513,102368455,primary,2.0,塘尾道 Tong Mi Road,True,False,15.257128549183102,,,,,,,,,"LINESTRING (114.1653577 22.3221064, 114.1653268 22.3222406)",edge,145,True,0.0,,-0.8239919906582435
1172757780,10256441382,1121332950,tertiary,2.0,大角咀道 Tai Kok Tsui Road,True,False,13.735832272910503,,,,,,,,,"LINESTRING (114.1618863 22.3232158, 114.1618834 22.3233393)",edge,18,True,0.0,,-9.547245240336949
1172757780,1640472910,1301124657,unclassified,1.0,惠安街 Wai On Street,True,False,9.73162849353148,intersection,,,,,,,,"LINESTRING (114.1618863 22.3232158, 114.1619809 22.323217)",edge,2,True,1.0,,1.8046989659742587
1172757801,10802054983,102506130,primary,3.0,彌敦道 Nathan Road,True,False,33.714668067170535,,,,,,,,,"LINESTRING (114.1710171 22.3109217, 114.1709584 22.31122)",edge,1192,True,0.0,,10.18228814047271
1172757812,10256441404,101558248,residential,2.0,福利街 Fuk Lee Street,False,False,18.772528777499396,,,,,,,,,"LINESTRING (114.1613858 22.3241377, 114.1615683 22.3241366)",edge,0,False,0.0,,9.28162528497495
1172757812,1640472919,101558302,residential,2.0,福利街 Fuk Lee Street,False,True,41.46419556498875,,,,,,,,,"LINESTRING (114.1613858 22.3241377, 114.1609827 22.3241402)",edge,0,False,0.0,,-17.08490040598414
1172757859,11153075987,494490049,tertiary,2.0,大角咀道 Tai Kok Tsui Road,True,False,31.160738804098816,,,,,,,,,"LINESTRING (114.1619015 22.3228724, 114.1618891 22.3231524)",edge,18,True,0.0,,-1.5015114979820077
1172757883,6836435456,494508016,secondary,3.0,衛理道 Wylie Road,False,False,14.086540473823558,,,,,,,,,"LINESTRING (114.1743526 22.3159908, 114.1742931 22.3161049)",edge,405,True,0.0,,-0.3572517843429395
1172757883,4502113160,1212555893,secondary,2.0,衛理道 Wylie Road,False,True,263.50286662757657,,,,,,,,,"LINESTRING (114.1743526 22.3159908, 114.1753296 22.3138002)",edge,405,True,0.0,,3.339935804249931
1172757887,11153075991,151226289,residential,2.0,中匯街 Chung Wui Street,False,False,32.54863582083227,,,,,,,,,"LINESTRING (114.159975 22.3225054, 114.1602914 22.3225094)",edge,2,True,0.0,,14.035068194871425
1172757888,6565748611,101558280,residential,1.0,福利街 Fuk Lee Street,True,False,3.048113995083962,,,,,,,,,"LINESTRING (114.1601251 22.3241285, 114.1600958 22.3241244)",edge,0,False,0.0,,-0.4920296023504987
1172757967,6886397795,735252215,secondary,2.0,深旺道 Sham Mong Road,True,False,40.300500902168906,,,,,,,,,"LINESTRING (114.1606173 22.3179686, 114.1604822 22.3183088)",edge,20,True,0.0,,1.1913636485898451
1172757980,11153075999,151226328,tertiary,2.0,大角咀道 Tai Kok Tsui Road,True,False,49.70869916097885,,,,,,,,,"LINESTRING (114.1619248 22.3219673, 114.1619183 22.3224143)",edge,18,True,0.0,,6.3085886856159075
1172757982,6384078872,102506135,tertiary,2.0,永星里 Wing Sing Lane,True,False,37.87605263231478,,,,,,,,,"LINESTRING (114.1705705 22.3108343, 114.1709326 22.310896)",edge,34,True,0.0,,8.31273147542285
1172757994,1640472899,101558298,residential,1.0,中匯街 Chung Wui Street,True,False,93.58245944864046,,,,,,,,,"LINESTRING (114.1619166 22.3225298, 114.1610069 22.3225183)",edge,2,True,0.0,,10.144874603533529
1172757994,1172757859,151226328,tertiary,2.0,大角咀道 Tai Kok Tsui Road,True,False,38.1270862074573,,,,,,,,,"LINESTRING (114.1619166 22.3225298, 114.1619015 22.3228724)",edge,18,True,0.0,,18.181598256710828
1172758015,1640472874,151226309,residential,1.0,利得街 Li Tak Street,True,False,161.46317850993086,,,,,,,,,"LINESTRING (114.1619401 22.3209248, 114.1603705 22.3209096)",edge,0,False,0.0,,-5.793005387451985
1172758015,6705233361,151226328,tertiary,2.0,大角咀道 Tai Kok Tsui Road,True,False,52.56591076860332,,,,,,,,,"LINESTRING (114.1619401 22.3209248, 114.1619338 22.3213975)",edge,18,True,0.0,,-11.529762018679335
1172758017,11153075998,151226333,unclassified,1.0,惠安街 Wai On Street,True,False,29.93499688785522,,,,,,,,,"LINESTRING (114.1606575 22.3232017, 114.1609485 22.323205)",edge,2,True,0.0,,9.70938632912788
1172758027,6565748603,151226293,residential,1.0,福利街 Fuk Lee Street,True,False,2.3366894805705365,,,,,,,,,"LINESTRING (114.1600208 22.3242209, 114.1600359 22.3242366)",edge,0,False,0.0,,0.524115089060988
1172758045,10256441406,1121332943,residential,1.0,福利街 Fuk Lee Street,True,False,8.086832102577887,,,,,,,,,"LINESTRING (114.1618649 22.3241179, 114.1617863 22.3241163)",edge,0,False,0.0,,2.155929823533186
1172758045,10256441400,1121332950,tertiary,2.0,大角咀道 Tai Kok Tsui Road,True,False,5.494202329376281,,,,,,,,,"LINESTRING (114.1618649 22.3241179, 114.1618638 22.3241673)",edge,18,True,0.0,,0.9879015186446708
1178971320,12041470180,1299968893,unclassified,1.0,西洋菜南街 Sai Yeung Choi Street South,True,False,43.43904237518982,,,,,,,,,"LINESTRING (114.1692284 22.3230551, 114.1693066 22.3226712)",edge,122,True,0.0,,13.010415560820652
1178971321,5118069721,909700063,trunk_link,1.0,,True,False,18.568979981764492,,yes,,,,,,,"LINESTRING (114.1649949 22.3227263, 114.1651457 22.3226345)",edge,0,False,0.0,,-4.581820360141775
1178971321,5118069119,1133373516,trunk,2.0,西九龍走廊 West Kowloon Corridor,True,False,17.47638574667445,,viaduct,70.0,5.0,,,,,"LINESTRING (114.1649949 22.3227263, 114.1651122 22.3226126)",edge,558,True,0.0,,-3.681139307090898
1178971329,5118069726,102149747,trunk_link,1.0,,True,False,31.12067616891783,,yes,,,,,,,"LINESTRING (114.1654614 22.3222138, 114.1655261 22.3219404)",edge,0,False,0.0,,5.7636688951037245
1178971331,1178971355,102149734,residential,,雅蘭里 Arran Lane,True,False,110.92560767332616,,,,,,,,,"LINESTRING (114.1658798 22.3225132, 114.1660836 22.3215336)",edge,0,False,0.0,,7.076784972083322
1178971331,332243007,783793803,tertiary,2.0,鴉蘭街 Arran Street,True,False,44.34523224608519,,,,,,,,,"LINESTRING (114.1658798 22.3225132, 114.1654564 22.3224381)",edge,7,True,0.0,,-1.249944967066634
1178971332,6984301562,746310432,residential,2.0,水渠道 Nullah Road,True,False,2.696450131874914,,,,,,,,,"LINESTRING (114.1691976 22.323103, 114.1692148 22.3230847)",edge,5,True,0.0,,0.5044209171937708
1178971333,6236308345,102149746,primary,3.0,荔枝角道 Lai Chi Kok Road,True,False,26.177696064449716,,,,,,,,,"LINESTRING (114.1670357 22.3236025, 114.1672314 22.323452)",edge,409,True,0.0,,10.433433397168914
1178971336,11251947494,102149745,residential,1.0,水渠道 Nullah Road,True,False,15.063870003398826,,,30.0,,,,,,"LINESTRING (114.1696699 22.3237063, 114.169568 22.323609)",edge,5,True,0.0,,-6.001613338751611
1178971337,12041470313,1299968893,unclassified,1.0,西洋菜南街 Sai Yeung Choi Street South,True,False,6.6865468236487065,,,,,,,,,"LINESTRING (114.1692075 22.3232648, 114.1692195 22.3232057)",edge,122,True,0.0,,-0.5046080261455284
1178971339,332242579,102149730,secondary,2.0,上海街 Shanghai Street,True,False,18.46142237261604,,,,,,,,,"LINESTRING (114.1672571 22.3234326, 114.1672864 22.3232688)",edge,114,True,1.0,,-1.6476015114770244
1178971339,6389233148,263839878,primary,2.0,荔枝角道 Lai Chi Kok Road,True,False,33.07566070350296,,,,,,,,,"LINESTRING (114.1672571 22.3234326, 114.1675062 22.3232445)",edge,409,True,0.0,,-3.5257528598959818
1178971341,11212656123,102149741,primary,2.0,荔枝角道 Lai Chi Kok Road,True,False,42.28266462342387,,,,,,,,,"LINESTRING (114.1650812 22.3251174, 114.1653953 22.3248721)",edge,409,True,0.0,,0.9278628284083288
1178971348,5118069723,102149747,trunk_link,1.0,,True,False,9.712819559335369,,yes,,,,,,,"LINESTRING (114.165292 22.3225209, 114.1653518 22.3224533)",edge,0,False,0.0,,0.411147456557154
1178971350,10566992985,102149744,trunk_link,1.0,,True,False,7.729641365643649,,,,,,,,,"LINESTRING (114.1656238 22.321444, 114.1656399 22.3213761)",edge,0,False,0.0,,-0.4165902535362051
1178971355,332251253,30151046,tertiary,2.0,弼街 Bute Street,True,False,57.4958784906269,,,,,,,,,"LINESTRING (114.1660836 22.3215336, 114.1666323 22.3216322)",edge,70,True,0.0,,1.858411589765204
1178971357,9420095818,102149739,primary,3.0,太子道西 Prince Edward Road West,True,False,7.877353619199711,intersection,,,,,,,,"LINESTRING (114.1669169 22.3236924, 114.1668415 22.32368)",edge,1366,True,0.0,,-1.5032645712096255
1178971357,7242599265,102149746,primary,3.0,荔枝角道 Lai Chi Kok Road,True,False,7.402644636637131,,,,,,,,,"LINESTRING (114.1669169 22.3236924, 114.166973 22.3236507)",edge,409,True,0.0,,3.059495239629481
1178971359,7242599192,30150299,unclassified,2.0,鴉蘭街 Arran Street,True,False,9.39533052134836,,,,,,,,,"LINESTRING (114.1679669 22.3228839, 114.1680559 22.3229029)",edge,7,True,0.0,,-2.1372866012564695
1178971359,6984301511,30658235,primary,3.0,荔枝角道 Lai Chi Kok Road,True,False,16.847141311532894,,,,,,,,,"LINESTRING (114.1679669 22.3228839, 114.1681027 22.3227992)",edge,409,True,0.0,,2.2080023951398364
1178971361,1178971357,102149749,primary,3.0,荔枝角道 Lai Chi Kok Road,True,False,16.652179882279,intersection,,,,,,,,"LINESTRING (114.1667943 22.3237902, 114.1669169 22.3236924)",edge,409,True,0.0,,5.237723212956459
1178971361,6370140794,746293599,secondary,2.0,太子道西 Prince Edward Road West,True,False,21.77307344453201,,,,,,,,,"LINESTRING (114.1667943 22.3237902, 114.167001 22.3238324)",edge,1366,True,0.0,,3.620871559371259
1178971365,1178971381,101183510,residential,1.0,花園街 Fa Yuen Street,True,False,9.584468374862,,,30.0,,,,,,"LINESTRING (114.1701538 22.3240967, 114.1700622 22.3240809)",edge,31,True,0.0,,0.2019670857399342
1178971366,6984301565,746310432,residential,2.0,水渠道 Nullah Road,True,False,2.697523846604037,,,,,,,,,"LINESTRING (114.169032 22.3230969, 114.1690519 22.3231127)",edge,5,True,0.0,,-0.7780108597272389
1178971367,10566992989,1133373512,primary,3.0,塘尾道 Tong Mi Road,True,False,25.946605057517235,,,,,,,,,"LINESTRING (114.1656999 22.3211797, 114.1657505 22.3209511)",edge,145,True,0.0,,-7.998147262724531
1178971375,6370140272,1203105161,primary,3.0,荔枝角道 Lai Chi Kok Road,True,False,5.145931855017936,,,,,,,,,"LINESTRING (114.1664491 22.3240595, 114.166488 22.3240304)",edge,409,True,-1.0,,-2.9638676754387183
1178971377,4123241546,102149729,residential,2.0,水渠道 Nullah Road,True,False,2.658027618433793,,,,,,,,,"LINESTRING (114.1687021 22.3229207, 114.1687209 22.3229043)",edge,5,True,0.0,,2.6436293070694843
1178971377,3391013604,1159878034,primary,3.0,彌敦道 Nathan Road,True,False,11.03382384493752,,,,,,,,,"LINESTRING (114.1687021 22.3229207, 114.1687196 22.3228228)",edge,1192,True,0.0,,11.678930046842211
1178971380,5429072353,470156185,primary,4.0,荔枝角道 Lai Chi Kok Road,True,False,23.409986996714142,,,,,,,,,"LINESTRING (114.1652752 22.3248406, 114.1651002 22.3249752)",edge,409,True,0.0,,-0.7538270491031193
1178971381,1178971336,1159878042,residential,,水渠道 Nullah Road,True,False,57.99437914279103,,,30.0,,,,,,"LINESTRING (114.1700622 22.3240809, 114.1696699 22.3237063)",edge,5,True,0.0,,0.3981114234776723
1179001818,6370140811,51189705,residential,1.0,砵蘭街 Portland Street,True,False,10.766613863891674,,,,,,,,,"LINESTRING (114.1677801 22.3238447, 114.167798 22.3237493)",edge,37,True,0.0,,1.4166362306550004
1179001818,6370140812,102153172,primary,3.0,太子道西 Prince Edward Road West,True,False,6.307620132072358,,,,,,,,,"LINESTRING (114.1677801 22.3238447, 114.1677199 22.3238339)",edge,1366,True,0.0,,-0.014120943386725
1179001819,6982797069,150771608,unclassified,2.0,花園街 Fa Yuen Street,True,False,7.254664617510355,,,,,,,,,"LINESTRING (114.1698671 22.3254757, 114.1698808 22.3254117)",edge,31,True,0.0,,-3.481661647507112
1179001820,6982797079,29453884,unclassified,1.0,運動場道 Playing Field Road,True,False,7.382041874442453,,,,,,,,,"LINESTRING (114.1704331 22.325579, 114.1703627 22.3255661)",edge,15,True,0.0,,4.692854752129783
1179001820,6374552952,150771631,tertiary,2.0,洗衣街 Sai Yee Street,True,False,94.58251878418804,,,,,,,no,,"LINESTRING (114.1704331 22.325579, 114.1702652 22.3264153)",edge,247,True,0.0,,-0.4302197114634993
1179001823,10786928869,102153170,tertiary,2.0,運動場道 Playing Field Road,True,False,11.798948678196956,,,,,,,,,"LINESTRING (114.1675281 22.3250123, 114.1676402 22.3250348)",edge,15,True,0.0,,3.8287341518036224
1179001823,6983113368,102283602,secondary,2.0,砵蘭街 Portland Street,True,False,3.745262970497422,,,,,,,,,"LINESTRING (114.1675281 22.3250123, 114.1675203 22.3250452)",edge,37,True,0.0,,1.0549506101309591
1179010006,6370140863,102154217,service,,,True,False,6.2387310772930755,,,,,,,,,"LINESTRING (114.1720858 22.3246014, 114.1720849 22.3245453)",edge,0,False,0.0,,3.215749925746075
1179010006,9197567342,996069459,primary,3.0,太子道西 Prince Edward Road West,True,False,15.731424337865684,,,,,,,,,"LINESTRING (114.1720858 22.3246014, 114.1719402 22.3245581)",edge,1366,True,0.0,,6.980435808256155
1179010007,6271339698,102154218,service,,,False,True,20.551900649119737,,,,,,,,,"LINESTRING (114.172541 22.3239564, 114.1725044 22.3241381)",edge,0,False,0.0,,-15.473724644969062
1179010009,8044314598,102154217,service,,,True,False,2.4646882283310085,,,,,,,,,"LINESTRING (114.171882 22.3244416, 114.1718603 22.324451)",edge,0,False,0.0,,0.0512257132352372
1179010011,6551048797,102154217,service,,,True,False,2.3294532207519003,,,,,,,,,"LINESTRING (114.1720649 22.3244712, 114.172045 22.3244612)",edge,0,False,0.0,,1.2420251464360546
1179010012,6370140877,102154218,service,,,False,False,6.998791137651878,,,,,,,,,"LINESTRING (114.1721513 22.3246198, 114.1721642 22.324558)",edge,0,False,0.0,,3.9609224568091967
1179010012,9197567340,996069456,primary,2.0,太子道西 Prince Edward Road West,True,False,4.883479730434432,,,,,,,,,"LINESTRING (114.1721513 22.3246198, 114.1721049 22.3246291)",edge,1366,True,0.0,,-1.8403580572313305
1179010012,1179010006,996069459,primary,3.0,太子道西 Prince Edward Road West,True,False,7.0411826150294035,,,,,,,,,"LINESTRING (114.1721513 22.3246198, 114.1720858 22.3246014)",edge,1366,True,0.0,,-1.4983477327547206
1179010013,1179010018,102154218,service,,,False,False,2.664301372753448,,,,,,,,,"LINESTRING (114.1723486 22.3245069, 114.1723745 22.3245066)",edge,0,False,0.0,,1.6529636794526634
1179010013,6370140876,102154218,service,,,False,True,11.757166620044018,,,,,,,,,"LINESTRING (114.1723486 22.3245069, 114.1722361 22.3244882)",edge,0,False,0.0,,-3.713539398439412
1179010015,11195310081,1208213587,primary,3.0,太子道西 Prince Edward Road West,True,False,33.1860250061264,,,,,,,,,"LINESTRING (114.1718038 22.3245324, 114.1714883 22.32447)",edge,1366,True,1.0,,25.95003713293621
1179010017,6271339698,102154218,service,,,False,False,33.82661445222612,,,,,,,,,"LINESTRING (114.1724438 22.3244371, 114.1725044 22.3241381)",edge,0,False,0.0,,29.79190721614055
1179010017,4486837087,102154218,service,,,False,True,2.246584028918049,,,,,,,,,"LINESTRING (114.1724438 22.3244371, 114.1724377 22.3244565)",edge,0,False,0.0,,-2.994166745852509
1179010018,6855099301,102154218,service,,,False,False,2.625215690009649,,,,,,,,,"LINESTRING (114.1723745 22.3245066, 114.1723987 22.3244991)",edge,0,False,0.0,,2.7487722550130593
1179010018,1179010013,102154218,service,,,False,True,2.664301372753448,,,,,,,,,"LINESTRING (114.1723745 22.3245066, 114.1723486 22.3245069)",edge,0,False,0.0,,-1.6529636794526634
1180332410,6702368682,268615604,trunk,2.0,公主道 Princess Margaret Road,True,False,9.410136153523498,,,70.0,1.0,,,,,"LINESTRING (114.1768072 22.3119841, 114.1767744 22.3120631)",edge,1413,True,0.0,,7.517798767248634
1180356945,12543460701,453782079,residential,1.0,治民街 Chi Man Street,True,False,9.226394558843996,,,,,,,,,"LINESTRING (114.178223 22.3106054, 114.1782026 22.3105246)",edge,0,False,0.0,,-9.019447368496888
1180356947,10029279620,1095134808,trunk,3.0,公主道 Princess Margaret Road,True,False,30.30989380060879,,,,1.0,,,,,"LINESTRING (114.178172 22.3103916, 114.1783185 22.3101551)",edge,1413,True,0.0,,-11.12386163507849
1180356948,1180356945,272543726,service,1.0,,True,False,4.866383708051328,,,,,,,,,"LINESTRING (114.1782598 22.3106329, 114.178223 22.3106054)",edge,0,False,0.0,,-4.09756548074456
1180356949,10005376956,102255082,residential,1.0,治民街 Chi Man Street,True,False,11.70720762864322,,,,,,,,,"LINESTRING (114.1768845 22.3120852, 114.1769747 22.312021)",edge,0,False,0.0,,0.4191156441586601
1180356949,2772111165,771547540,trunk,3.0,公主道 Princess Margaret Road,True,False,6.381268936245998,,,70.0,1.0,,,,,"LINESTRING (114.1768845 22.3120852, 114.1769036 22.3120306)",edge,1413,True,0.0,,-4.4051462961241326
1180356950,9865249742,272543726,service,1.0,,True,False,5.22552863832158,,,,,,,,,"LINESTRING (114.1784396 22.3106232, 114.1783925 22.3106408)",edge,0,False,0.0,,-0.6655388513802183
1180356950,11434807842,940658712,service,2.0,,False,False,14.154314132502734,,,,,,,,,"LINESTRING (114.1784396 22.3106232, 114.1785278 22.3105255)",edge,0,False,0.0,,-4.000483753250187
1180686912,1180686931,102279009,primary_link,1.0,長沙灣道 Cheung Sha Wan Road,True,False,5.99751057333363,,,,,,,,,"LINESTRING (114.1672937 22.3264702, 114.167343 22.326499)",edge,517,True,0.0,,1.789246735304579
1180686912,6374553398,680766741,primary,3.0,界限街 Boundary Street,True,False,20.623371952464066,,,,,,,,,"LINESTRING (114.1672937 22.3264702, 114.167494 22.3264785)",edge,629,True,0.0,,3.411340699687225
1180686914,6374552960,963535967,primary,1.0,界限街 Boundary Street,True,False,1.874711150828245,,,,,,,,,"LINESTRING (114.1689432 22.3265102, 114.1689614 22.3265111)",edge,629,True,0.0,,-0.2502663732686154
1180686916,4464851532,102279008,secondary,3.0,大坑東道 Tai Hang Tung Road,True,False,3.463119809955525,,,,,,,,,"LINESTRING (114.1720795 22.3268484, 114.1720777 22.3268795)",edge,107,True,0.0,,1.1001157802446326
1180686918,1180818613,30149934,residential,2.0,砵蘭街 Portland Street,True,False,85.52125677797132,,,,,,,,,"LINESTRING (114.1673025 22.3263075, 114.1674769 22.3255555)",edge,37,True,0.0,,-4.670510294524959
1180686922,6374552974,996069426,primary,2.0,長沙灣道 Cheung Sha Wan Road,True,False,49.62962171173704,,,,,,,,,"LINESTRING (114.1674069 22.3267296, 114.1670256 22.3270031)",edge,517,True,0.0,,-14.254850179742183
1180686928,1180686938,102279011,primary,5.0,界限街 Boundary Street,True,False,13.79921680594212,,,,,,,,,"LINESTRING (114.1714843 22.326655, 114.1716184 22.3266586)",edge,629,True,0.0,,0.6036927270675618
1180686931,6374553424,102279009,primary_link,1.0,長沙灣道 Cheung Sha Wan Road,True,False,5.648143017471038,,,,,,,,,"LINESTRING (114.167343 22.326499, 114.1673836 22.3265332)",edge,517,True,0.0,,1.665216695038531
